problem,instance,constraint_family,constraint_expression,penalty_symbol,raw_penalty_value,selection_rule_type,selection_formula,selection_inputs,objective_scale_reference,analytical_sufficiency_condition,sufficiency_condition_satisfied,qubo_normalization_applied,normalization_factor,normalization_stage,penalty_after_normalization,same_original_qubo_used_by_vqe,same_original_qubo_used_by_cvar_vqe,same_original_qubo_used_by_qaoa,same_original_qubo_used_by_maqaoa,same_original_qubo_used_by_wsqaoa,same_original_qubo_used_by_pce,same_original_qubo_used_by_qrao,constructor_source_file,constructor_function,code_commit_or_version,notes
QAP,chr12a,row/column assignment equalities,sum_j x_{ij} = 1 and sum_i x_{ij} = 1,lambda_Q,5955985,analytical_auto_bound_from_qiskit_converter,lambda = 1.0 + (linear.upperbound - linear.lowerbound) + (quadratic.upperbound - quadratic.lowerbound),"{""constraints_converted"": 24, ""linear_lower"": 0.0, ""linear_upper"": 0.0, ""quadratic_lower"": 0.0, ""quadratic_upper"": 5955984.0, ""stage"": ""LinearEqualityToPenalty"", ""vars_after_stage"": 144, ""vars_before_stage"": 144}",pre-penalty objective_bound_range=5955984; pre-penalty max_abs_objective_coefficient=18624,"If lambda_Q exceeds the pre-penalty objective bound range, any assignment equality violation with squared magnitude at least 1 is dominated by the objective range.",true,false,1,none; QUBO passed directly to to_ising()/method encodings,5955985,true,true,true,true,true,true,true,research_benchmark/src/qobench/qubo.py; qiskit_optimization.converters.LinearEqualityToPenalty/LinearInequalityToPenalty,convert_docplex_to_qubo(); QuadraticProgramToQubo.convert(); _auto_define_penalty(),eaea84b760548b665522e9149c79c4d0847567cb,"Penalty term form: sum_{i,k,j,l} f_{ik}d_{jl}x_{ij}x_{kl} + lambda_Q[sum_i(1-sum_j x_{ij})^2 + sum_j(1-sum_i x_{ij})^2]. All quantum methods construct or encode from this same converted QUBO; PCE/QRAO apply method-specific encodings after original QUBO construction."
QAP,chr12b,row/column assignment equalities,sum_j x_{ij} = 1 and sum_i x_{ij} = 1,lambda_Q,5955985,analytical_auto_bound_from_qiskit_converter,lambda = 1.0 + (linear.upperbound - linear.lowerbound) + (quadratic.upperbound - quadratic.lowerbound),"{""constraints_converted"": 24, ""linear_lower"": 0.0, ""linear_upper"": 0.0, ""quadratic_lower"": 0.0, ""quadratic_upper"": 5955984.0, ""stage"": ""LinearEqualityToPenalty"", ""vars_after_stage"": 144, ""vars_before_stage"": 144}",pre-penalty objective_bound_range=5955984; pre-penalty max_abs_objective_coefficient=18624,"If lambda_Q exceeds the pre-penalty objective bound range, any assignment equality violation with squared magnitude at least 1 is dominated by the objective range.",true,false,1,none; QUBO passed directly to to_ising()/method encodings,5955985,true,true,true,true,true,true,true,research_benchmark/src/qobench/qubo.py; qiskit_optimization.converters.LinearEqualityToPenalty/LinearInequalityToPenalty,convert_docplex_to_qubo(); QuadraticProgramToQubo.convert(); _auto_define_penalty(),eaea84b760548b665522e9149c79c4d0847567cb,"Penalty term form: sum_{i,k,j,l} f_{ik}d_{jl}x_{ij}x_{kl} + lambda_Q[sum_i(1-sum_j x_{ij})^2 + sum_j(1-sum_i x_{ij})^2]. All quantum methods construct or encode from this same converted QUBO; PCE/QRAO apply method-specific encodings after original QUBO construction."
QAP,chr12c,row/column assignment equalities,sum_j x_{ij} = 1 and sum_i x_{ij} = 1,lambda_Q,5955985,analytical_auto_bound_from_qiskit_converter,lambda = 1.0 + (linear.upperbound - linear.lowerbound) + (quadratic.upperbound - quadratic.lowerbound),"{""constraints_converted"": 24, ""linear_lower"": 0.0, ""linear_upper"": 0.0, ""quadratic_lower"": 0.0, ""quadratic_upper"": 5955984.0, ""stage"": ""LinearEqualityToPenalty"", ""vars_after_stage"": 144, ""vars_before_stage"": 144}",pre-penalty objective_bound_range=5955984; pre-penalty max_abs_objective_coefficient=18624,"If lambda_Q exceeds the pre-penalty objective bound range, any assignment equality violation with squared magnitude at least 1 is dominated by the objective range.",true,false,1,none; QUBO passed directly to to_ising()/method encodings,5955985,true,true,true,true,true,true,true,research_benchmark/src/qobench/qubo.py; qiskit_optimization.converters.LinearEqualityToPenalty/LinearInequalityToPenalty,convert_docplex_to_qubo(); QuadraticProgramToQubo.convert(); _auto_define_penalty(),eaea84b760548b665522e9149c79c4d0847567cb,"Penalty term form: sum_{i,k,j,l} f_{ik}d_{jl}x_{ij}x_{kl} + lambda_Q[sum_i(1-sum_j x_{ij})^2 + sum_j(1-sum_i x_{ij})^2]. All quantum methods construct or encode from this same converted QUBO; PCE/QRAO apply method-specific encodings after original QUBO construction."
QAP,had12,row/column assignment equalities,sum_j x_{ij} = 1 and sum_i x_{ij} = 1,lambda_Q,249241,analytical_auto_bound_from_qiskit_converter,lambda = 1.0 + (linear.upperbound - linear.lowerbound) + (quadratic.upperbound - quadratic.lowerbound),"{""constraints_converted"": 24, ""linear_lower"": 0.0, ""linear_upper"": 0.0, ""quadratic_lower"": 0.0, ""quadratic_upper"": 249240.0, ""stage"": ""LinearEqualityToPenalty"", ""vars_after_stage"": 144, ""vars_before_stage"": 144}",pre-penalty objective_bound_range=249240; pre-penalty max_abs_objective_coefficient=126,"If lambda_Q exceeds the pre-penalty objective bound range, any assignment equality violation with squared magnitude at least 1 is dominated by the objective range.",true,false,1,none; QUBO passed directly to to_ising()/method encodings,249241,true,true,true,true,true,true,true,research_benchmark/src/qobench/qubo.py; qiskit_optimization.converters.LinearEqualityToPenalty/LinearInequalityToPenalty,convert_docplex_to_qubo(); QuadraticProgramToQubo.convert(); _auto_define_penalty(),eaea84b760548b665522e9149c79c4d0847567cb,"Penalty term form: sum_{i,k,j,l} f_{ik}d_{jl}x_{ij}x_{kl} + lambda_Q[sum_i(1-sum_j x_{ij})^2 + sum_j(1-sum_i x_{ij})^2]. All quantum methods construct or encode from this same converted QUBO; PCE/QRAO apply method-specific encodings after original QUBO construction."
QAP,nug12,row/column assignment equalities,sum_j x_{ij} = 1 and sum_i x_{ij} = 1,lambda_Q,107185,analytical_auto_bound_from_qiskit_converter,lambda = 1.0 + (linear.upperbound - linear.lowerbound) + (quadratic.upperbound - quadratic.lowerbound),"{""constraints_converted"": 24, ""linear_lower"": 0.0, ""linear_upper"": 0.0, ""quadratic_lower"": 0.0, ""quadratic_upper"": 107184.0, ""stage"": ""LinearEqualityToPenalty"", ""vars_after_stage"": 144, ""vars_before_stage"": 144}",pre-penalty objective_bound_range=107184; pre-penalty max_abs_objective_coefficient=100,"If lambda_Q exceeds the pre-penalty objective bound range, any assignment equality violation with squared magnitude at least 1 is dominated by the objective range.",true,false,1,none; QUBO passed directly to to_ising()/method encodings,107185,true,true,true,true,true,true,true,research_benchmark/src/qobench/qubo.py; qiskit_optimization.converters.LinearEqualityToPenalty/LinearInequalityToPenalty,convert_docplex_to_qubo(); QuadraticProgramToQubo.convert(); _auto_define_penalty(),eaea84b760548b665522e9149c79c4d0847567cb,"Penalty term form: sum_{i,k,j,l} f_{ik}d_{jl}x_{ij}x_{kl} + lambda_Q[sum_i(1-sum_j x_{ij})^2 + sum_j(1-sum_i x_{ij})^2]. All quantum methods construct or encode from this same converted QUBO; PCE/QRAO apply method-specific encodings after original QUBO construction."
QAP,rou12,row/column assignment equalities,sum_j x_{ij} = 1 and sum_i x_{ij} = 1,lambda_Q,40734757,analytical_auto_bound_from_qiskit_converter,lambda = 1.0 + (linear.upperbound - linear.lowerbound) + (quadratic.upperbound - quadratic.lowerbound),"{""constraints_converted"": 24, ""linear_lower"": 0.0, ""linear_upper"": 0.0, ""quadratic_lower"": 0.0, ""quadratic_upper"": 40734756.0, ""stage"": ""LinearEqualityToPenalty"", ""vars_after_stage"": 144, ""vars_before_stage"": 144}",pre-penalty objective_bound_range=40734756; pre-penalty max_abs_objective_coefficient=19602,"If lambda_Q exceeds the pre-penalty objective bound range, any assignment equality violation with squared magnitude at least 1 is dominated by the objective range.",true,false,1,none; QUBO passed directly to to_ising()/method encodings,40734757,true,true,true,true,true,true,true,research_benchmark/src/qobench/qubo.py; qiskit_optimization.converters.LinearEqualityToPenalty/LinearInequalityToPenalty,convert_docplex_to_qubo(); QuadraticProgramToQubo.convert(); _auto_define_penalty(),eaea84b760548b665522e9149c79c4d0847567cb,"Penalty term form: sum_{i,k,j,l} f_{ik}d_{jl}x_{ij}x_{kl} + lambda_Q[sum_i(1-sum_j x_{ij})^2 + sum_j(1-sum_i x_{ij})^2]. All quantum methods construct or encode from this same converted QUBO; PCE/QRAO apply method-specific encodings after original QUBO construction."
QAP,scr12,row/column assignment equalities,sum_j x_{ij} = 1 and sum_i x_{ij} = 1,lambda_Q,7845993,analytical_auto_bound_from_qiskit_converter,lambda = 1.0 + (linear.upperbound - linear.lowerbound) + (quadratic.upperbound - quadratic.lowerbound),"{""constraints_converted"": 24, ""linear_lower"": 0.0, ""linear_upper"": 0.0, ""quadratic_lower"": 0.0, ""quadratic_upper"": 7845992.0, ""stage"": ""LinearEqualityToPenalty"", ""vars_after_stage"": 144, ""vars_before_stage"": 144}",pre-penalty objective_bound_range=7845992; pre-penalty max_abs_objective_coefficient=24450,"If lambda_Q exceeds the pre-penalty objective bound range, any assignment equality violation with squared magnitude at least 1 is dominated by the objective range.",true,false,1,none; QUBO passed directly to to_ising()/method encodings,7845993,true,true,true,true,true,true,true,research_benchmark/src/qobench/qubo.py; qiskit_optimization.converters.LinearEqualityToPenalty/LinearInequalityToPenalty,convert_docplex_to_qubo(); QuadraticProgramToQubo.convert(); _auto_define_penalty(),eaea84b760548b665522e9149c79c4d0847567cb,"Penalty term form: sum_{i,k,j,l} f_{ik}d_{jl}x_{ij}x_{kl} + lambda_Q[sum_i(1-sum_j x_{ij})^2 + sum_j(1-sum_i x_{ij})^2]. All quantum methods construct or encode from this same converted QUBO; PCE/QRAO apply method-specific encodings after original QUBO construction."
QAP,tai10a,row/column assignment equalities,sum_j x_{ij} = 1 and sum_i x_{ij} = 1,lambda_Q,16824409,analytical_auto_bound_from_qiskit_converter,lambda = 1.0 + (linear.upperbound - linear.lowerbound) + (quadratic.upperbound - quadratic.lowerbound),"{""constraints_converted"": 20, ""linear_lower"": 0.0, ""linear_upper"": 0.0, ""quadratic_lower"": 0.0, ""quadratic_upper"": 16824408.0, ""stage"": ""LinearEqualityToPenalty"", ""vars_after_stage"": 100, ""vars_before_stage"": 100}",pre-penalty objective_bound_range=16824408; pre-penalty max_abs_objective_coefficient=17860,"If lambda_Q exceeds the pre-penalty objective bound range, any assignment equality violation with squared magnitude at least 1 is dominated by the objective range.",true,false,1,none; QUBO passed directly to to_ising()/method encodings,16824409,true,true,true,true,true,true,true,research_benchmark/src/qobench/qubo.py; qiskit_optimization.converters.LinearEqualityToPenalty/LinearInequalityToPenalty,convert_docplex_to_qubo(); QuadraticProgramToQubo.convert(); _auto_define_penalty(),eaea84b760548b665522e9149c79c4d0847567cb,"Penalty term form: sum_{i,k,j,l} f_{ik}d_{jl}x_{ij}x_{kl} + lambda_Q[sum_i(1-sum_j x_{ij})^2 + sum_j(1-sum_i x_{ij})^2]. All quantum methods construct or encode from this same converted QUBO; PCE/QRAO apply method-specific encodings after original QUBO construction."
QAP,tai10b,row/column assignment equalities,sum_j x_{ij} = 1 and sum_i x_{ij} = 1,lambda_Q,2.0544618e+08,analytical_auto_bound_from_qiskit_converter,lambda = 1.0 + (linear.upperbound - linear.lowerbound) + (quadratic.upperbound - quadratic.lowerbound),"{""constraints_converted"": 20, ""linear_lower"": 0.0, ""linear_upper"": 0.0, ""quadratic_lower"": 0.0, ""quadratic_upper"": 205446178.0, ""stage"": ""LinearEqualityToPenalty"", ""vars_after_stage"": 100, ""vars_before_stage"": 100}",pre-penalty objective_bound_range=2.0544618e+08; pre-penalty max_abs_objective_coefficient=926120,"If lambda_Q exceeds the pre-penalty objective bound range, any assignment equality violation with squared magnitude at least 1 is dominated by the objective range.",true,false,1,none; QUBO passed directly to to_ising()/method encodings,2.0544618e+08,true,true,true,true,true,true,true,research_benchmark/src/qobench/qubo.py; qiskit_optimization.converters.LinearEqualityToPenalty/LinearInequalityToPenalty,convert_docplex_to_qubo(); QuadraticProgramToQubo.convert(); _auto_define_penalty(),eaea84b760548b665522e9149c79c4d0847567cb,"Penalty term form: sum_{i,k,j,l} f_{ik}d_{jl}x_{ij}x_{kl} + lambda_Q[sum_i(1-sum_j x_{ij})^2 + sum_j(1-sum_i x_{ij})^2]. All quantum methods construct or encode from this same converted QUBO; PCE/QRAO apply method-specific encodings after original QUBO construction."
QAP,tai12a,row/column assignment equalities,sum_j x_{ij} = 1 and sum_i x_{ij} = 1,lambda_Q,41252485,analytical_auto_bound_from_qiskit_converter,lambda = 1.0 + (linear.upperbound - linear.lowerbound) + (quadratic.upperbound - quadratic.lowerbound),"{""constraints_converted"": 24, ""linear_lower"": 0.0, ""linear_upper"": 0.0, ""quadratic_lower"": 0.0, ""quadratic_upper"": 41252484.0, ""stage"": ""LinearEqualityToPenalty"", ""vars_after_stage"": 144, ""vars_before_stage"": 144}",pre-penalty objective_bound_range=41252484; pre-penalty max_abs_objective_coefficient=18810,"If lambda_Q exceeds the pre-penalty objective bound range, any assignment equality violation with squared magnitude at least 1 is dominated by the objective range.",true,false,1,none; QUBO passed directly to to_ising()/method encodings,41252485,true,true,true,true,true,true,true,research_benchmark/src/qobench/qubo.py; qiskit_optimization.converters.LinearEqualityToPenalty/LinearInequalityToPenalty,convert_docplex_to_qubo(); QuadraticProgramToQubo.convert(); _auto_define_penalty(),eaea84b760548b665522e9149c79c4d0847567cb,"Penalty term form: sum_{i,k,j,l} f_{ik}d_{jl}x_{ij}x_{kl} + lambda_Q[sum_i(1-sum_j x_{ij})^2 + sum_j(1-sum_i x_{ij})^2]. All quantum methods construct or encode from this same converted QUBO; PCE/QRAO apply method-specific encodings after original QUBO construction."
QAP,tai12b,row/column assignment equalities,sum_j x_{ij} = 1 and sum_i x_{ij} = 1,lambda_Q,1.102967e+10,analytical_auto_bound_from_qiskit_converter,lambda = 1.0 + (linear.upperbound - linear.lowerbound) + (quadratic.upperbound - quadratic.lowerbound),"{""constraints_converted"": 24, ""linear_lower"": 0.0, ""linear_upper"": 0.0, ""quadratic_lower"": 0.0, ""quadratic_upper"": 11029669860.0, ""stage"": ""LinearEqualityToPenalty"", ""vars_after_stage"": 144, ""vars_before_stage"": 144}",pre-penalty objective_bound_range=1.102967e+10; pre-penalty max_abs_objective_coefficient=28329990,"If lambda_Q exceeds the pre-penalty objective bound range, any assignment equality violation with squared magnitude at least 1 is dominated by the objective range.",true,false,1,none; QUBO passed directly to to_ising()/method encodings,1.102967e+10,true,true,true,true,true,true,true,research_benchmark/src/qobench/qubo.py; qiskit_optimization.converters.LinearEqualityToPenalty/LinearInequalityToPenalty,convert_docplex_to_qubo(); QuadraticProgramToQubo.convert(); _auto_define_penalty(),eaea84b760548b665522e9149c79c4d0847567cb,"Penalty term form: sum_{i,k,j,l} f_{ik}d_{jl}x_{ij}x_{kl} + lambda_Q[sum_i(1-sum_j x_{ij})^2 + sum_j(1-sum_i x_{ij})^2]. All quantum methods construct or encode from this same converted QUBO; PCE/QRAO apply method-specific encodings after original QUBO construction."
MSP,ms_seed0_prod2,target-allocation equalities with binary-expanded deviation variables,sum_j demand_{gj} x_j + s_plus_g - s_minus_g - target_g = 0,lambda_M,1963,analytical_auto_bound_from_qiskit_converter,lambda = 1.0 + (linear.upperbound - linear.lowerbound) + (quadratic.upperbound - quadratic.lowerbound),"{""constraints_converted"": 2, ""linear_lower"": 0.0, ""linear_upper"": 1962.0, ""quadratic_lower"": 0.0, ""quadratic_upper"": 0.0, ""stage"": ""LinearEqualityToPenalty"", ""vars_after_stage"": 48, ""vars_before_stage"": 48}",pre-penalty objective_bound_range=1962; pre-penalty max_abs_objective_coefficient=256,"If lambda_M exceeds the pre-penalty objective bound range, any integer equality violation with squared magnitude at least 1 is dominated by the objective range.",true,false,1,none; QUBO passed directly to to_ising()/method encodings,1963,true,true,true,true,true,true,true,research_benchmark/src/qobench/qubo.py; qiskit_optimization.converters.LinearEqualityToPenalty/LinearInequalityToPenalty,convert_docplex_to_qubo(); QuadraticProgramToQubo.convert(); _auto_define_penalty(),eaea84b760548b665522e9149c79c4d0847567cb,Penalty term form: sum_g (s_plus_g+s_minus_g) + lambda_M sum_g(sum_j demand_{gj}x_j+s_plus_g-s_minus_g-target_g)^2. All quantum methods construct or encode from this same converted QUBO; PCE/QRAO apply method-specific encodings after original QUBO construction.
MSP,ms_seed0_prod3,target-allocation equalities with binary-expanded deviation variables,sum_j demand_{gj} x_j + s_plus_g - s_minus_g - target_g = 0,lambda_M,6193,analytical_auto_bound_from_qiskit_converter,lambda = 1.0 + (linear.upperbound - linear.lowerbound) + (quadratic.upperbound - quadratic.lowerbound),"{""constraints_converted"": 3, ""linear_lower"": 0.0, ""linear_upper"": 6192.0, ""quadratic_lower"": 0.0, ""quadratic_upper"": 0.0, ""stage"": ""LinearEqualityToPenalty"", ""vars_after_stage"": 84, ""vars_before_stage"": 84}",pre-penalty objective_bound_range=6192; pre-penalty max_abs_objective_coefficient=512,"If lambda_M exceeds the pre-penalty objective bound range, any integer equality violation with squared magnitude at least 1 is dominated by the objective range.",true,false,1,none; QUBO passed directly to to_ising()/method encodings,6193,true,true,true,true,true,true,true,research_benchmark/src/qobench/qubo.py; qiskit_optimization.converters.LinearEqualityToPenalty/LinearInequalityToPenalty,convert_docplex_to_qubo(); QuadraticProgramToQubo.convert(); _auto_define_penalty(),eaea84b760548b665522e9149c79c4d0847567cb,Penalty term form: sum_g (s_plus_g+s_minus_g) + lambda_M sum_g(sum_j demand_{gj}x_j+s_plus_g-s_minus_g-target_g)^2. All quantum methods construct or encode from this same converted QUBO; PCE/QRAO apply method-specific encodings after original QUBO construction.
MSP,ms_seed0_prod4,target-allocation equalities with binary-expanded deviation variables,sum_j demand_{gj} x_j + s_plus_g - s_minus_g - target_g = 0,lambda_M,11775,analytical_auto_bound_from_qiskit_converter,lambda = 1.0 + (linear.upperbound - linear.lowerbound) + (quadratic.upperbound - quadratic.lowerbound),"{""constraints_converted"": 4, ""linear_lower"": 0.0, ""linear_upper"": 11774.0, ""quadratic_lower"": 0.0, ""quadratic_upper"": 0.0, ""stage"": ""LinearEqualityToPenalty"", ""vars_after_stage"": 118, ""vars_before_stage"": 118}",pre-penalty objective_bound_range=11774; pre-penalty max_abs_objective_coefficient=567,"If lambda_M exceeds the pre-penalty objective bound range, any integer equality violation with squared magnitude at least 1 is dominated by the objective range.",true,false,1,none; QUBO passed directly to to_ising()/method encodings,11775,true,true,true,true,true,true,true,research_benchmark/src/qobench/qubo.py; qiskit_optimization.converters.LinearEqualityToPenalty/LinearInequalityToPenalty,convert_docplex_to_qubo(); QuadraticProgramToQubo.convert(); _auto_define_penalty(),eaea84b760548b665522e9149c79c4d0847567cb,Penalty term form: sum_g (s_plus_g+s_minus_g) + lambda_M sum_g(sum_j demand_{gj}x_j+s_plus_g-s_minus_g-target_g)^2. All quantum methods construct or encode from this same converted QUBO; PCE/QRAO apply method-specific encodings after original QUBO construction.
MSP,ms_seed0_prod5,target-allocation equalities with binary-expanded deviation variables,sum_j demand_{gj} x_j + s_plus_g - s_minus_g - target_g = 0,lambda_M,19045,analytical_auto_bound_from_qiskit_converter,lambda = 1.0 + (linear.upperbound - linear.lowerbound) + (quadratic.upperbound - quadratic.lowerbound),"{""constraints_converted"": 5, ""linear_lower"": 0.0, ""linear_upper"": 19044.0, ""quadratic_lower"": 0.0, ""quadratic_upper"": 0.0, ""stage"": ""LinearEqualityToPenalty"", ""vars_after_stage"": 150, ""vars_before_stage"": 150}",pre-penalty objective_bound_range=19044; pre-penalty max_abs_objective_coefficient=993,"If lambda_M exceeds the pre-penalty objective bound range, any integer equality violation with squared magnitude at least 1 is dominated by the objective range.",true,false,1,none; QUBO passed directly to to_ising()/method encodings,19045,true,true,true,true,true,true,true,research_benchmark/src/qobench/qubo.py; qiskit_optimization.converters.LinearEqualityToPenalty/LinearInequalityToPenalty,convert_docplex_to_qubo(); QuadraticProgramToQubo.convert(); _auto_define_penalty(),eaea84b760548b665522e9149c79c4d0847567cb,Penalty term form: sum_g (s_plus_g+s_minus_g) + lambda_M sum_g(sum_j demand_{gj}x_j+s_plus_g-s_minus_g-target_g)^2. All quantum methods construct or encode from this same converted QUBO; PCE/QRAO apply method-specific encodings after original QUBO construction.
MSP,ms_seed1_prod2,target-allocation equalities with binary-expanded deviation variables,sum_j demand_{gj} x_j + s_plus_g - s_minus_g - target_g = 0,lambda_M,2061,analytical_auto_bound_from_qiskit_converter,lambda = 1.0 + (linear.upperbound - linear.lowerbound) + (quadratic.upperbound - quadratic.lowerbound),"{""constraints_converted"": 2, ""linear_lower"": 0.0, ""linear_upper"": 2060.0, ""quadratic_lower"": 0.0, ""quadratic_upper"": 0.0, ""stage"": ""LinearEqualityToPenalty"", ""vars_after_stage"": 50, ""vars_before_stage"": 50}",pre-penalty objective_bound_range=2060; pre-penalty max_abs_objective_coefficient=256,"If lambda_M exceeds the pre-penalty objective bound range, any integer equality violation with squared magnitude at least 1 is dominated by the objective range.",true,false,1,none; QUBO passed directly to to_ising()/method encodings,2061,true,true,true,true,true,true,true,research_benchmark/src/qobench/qubo.py; qiskit_optimization.converters.LinearEqualityToPenalty/LinearInequalityToPenalty,convert_docplex_to_qubo(); QuadraticProgramToQubo.convert(); _auto_define_penalty(),eaea84b760548b665522e9149c79c4d0847567cb,Penalty term form: sum_g (s_plus_g+s_minus_g) + lambda_M sum_g(sum_j demand_{gj}x_j+s_plus_g-s_minus_g-target_g)^2. All quantum methods construct or encode from this same converted QUBO; PCE/QRAO apply method-specific encodings after original QUBO construction.
MSP,ms_seed1_prod3,target-allocation equalities with binary-expanded deviation variables,sum_j demand_{gj} x_j + s_plus_g - s_minus_g - target_g = 0,lambda_M,6053,analytical_auto_bound_from_qiskit_converter,lambda = 1.0 + (linear.upperbound - linear.lowerbound) + (quadratic.upperbound - quadratic.lowerbound),"{""constraints_converted"": 3, ""linear_lower"": 0.0, ""linear_upper"": 6052.0, ""quadratic_lower"": 0.0, ""quadratic_upper"": 0.0, ""stage"": ""LinearEqualityToPenalty"", ""vars_after_stage"": 84, ""vars_before_stage"": 84}",pre-penalty objective_bound_range=6052; pre-penalty max_abs_objective_coefficient=512,"If lambda_M exceeds the pre-penalty objective bound range, any integer equality violation with squared magnitude at least 1 is dominated by the objective range.",true,false,1,none; QUBO passed directly to to_ising()/method encodings,6053,true,true,true,true,true,true,true,research_benchmark/src/qobench/qubo.py; qiskit_optimization.converters.LinearEqualityToPenalty/LinearInequalityToPenalty,convert_docplex_to_qubo(); QuadraticProgramToQubo.convert(); _auto_define_penalty(),eaea84b760548b665522e9149c79c4d0847567cb,Penalty term form: sum_g (s_plus_g+s_minus_g) + lambda_M sum_g(sum_j demand_{gj}x_j+s_plus_g-s_minus_g-target_g)^2. All quantum methods construct or encode from this same converted QUBO; PCE/QRAO apply method-specific encodings after original QUBO construction.
MSP,ms_seed1_prod4,target-allocation equalities with binary-expanded deviation variables,sum_j demand_{gj} x_j + s_plus_g - s_minus_g - target_g = 0,lambda_M,12947,analytical_auto_bound_from_qiskit_converter,lambda = 1.0 + (linear.upperbound - linear.lowerbound) + (quadratic.upperbound - quadratic.lowerbound),"{""constraints_converted"": 4, ""linear_lower"": 0.0, ""linear_upper"": 12946.0, ""quadratic_lower"": 0.0, ""quadratic_upper"": 0.0, ""stage"": ""LinearEqualityToPenalty"", ""vars_after_stage"": 118, ""vars_before_stage"": 118}",pre-penalty objective_bound_range=12946; pre-penalty max_abs_objective_coefficient=751,"If lambda_M exceeds the pre-penalty objective bound range, any integer equality violation with squared magnitude at least 1 is dominated by the objective range.",true,false,1,none; QUBO passed directly to to_ising()/method encodings,12947,true,true,true,true,true,true,true,research_benchmark/src/qobench/qubo.py; qiskit_optimization.converters.LinearEqualityToPenalty/LinearInequalityToPenalty,convert_docplex_to_qubo(); QuadraticProgramToQubo.convert(); _auto_define_penalty(),eaea84b760548b665522e9149c79c4d0847567cb,Penalty term form: sum_g (s_plus_g+s_minus_g) + lambda_M sum_g(sum_j demand_{gj}x_j+s_plus_g-s_minus_g-target_g)^2. All quantum methods construct or encode from this same converted QUBO; PCE/QRAO apply method-specific encodings after original QUBO construction.
MSP,ms_seed1_prod5,target-allocation equalities with binary-expanded deviation variables,sum_j demand_{gj} x_j + s_plus_g - s_minus_g - target_g = 0,lambda_M,20613,analytical_auto_bound_from_qiskit_converter,lambda = 1.0 + (linear.upperbound - linear.lowerbound) + (quadratic.upperbound - quadratic.lowerbound),"{""constraints_converted"": 5, ""linear_lower"": 0.0, ""linear_upper"": 20612.0, ""quadratic_lower"": 0.0, ""quadratic_upper"": 0.0, ""stage"": ""LinearEqualityToPenalty"", ""vars_after_stage"": 156, ""vars_before_stage"": 156}",pre-penalty objective_bound_range=20612; pre-penalty max_abs_objective_coefficient=1024,"If lambda_M exceeds the pre-penalty objective bound range, any integer equality violation with squared magnitude at least 1 is dominated by the objective range.",true,false,1,none; QUBO passed directly to to_ising()/method encodings,20613,true,true,true,true,true,true,true,research_benchmark/src/qobench/qubo.py; qiskit_optimization.converters.LinearEqualityToPenalty/LinearInequalityToPenalty,convert_docplex_to_qubo(); QuadraticProgramToQubo.convert(); _auto_define_penalty(),eaea84b760548b665522e9149c79c4d0847567cb,Penalty term form: sum_g (s_plus_g+s_minus_g) + lambda_M sum_g(sum_j demand_{gj}x_j+s_plus_g-s_minus_g-target_g)^2. All quantum methods construct or encode from this same converted QUBO; PCE/QRAO apply method-specific encodings after original QUBO construction.
